#{"t_start": 1757611876.3384564, "env_id": "None"}
r,l,t
-70.0,5,29.986526
-70.0,5,29.996026
-95.0,5,30.003734
-70.0,5,30.012207
-70.0,5,30.017848
-70.0,5,30.027981
-70.0,5,30.035748
-70.0,5,30.042753
-70.0,5,30.048391
-70.0,5,30.056308
-70.0,5,30.063134
-95.0,5,30.06876
-70.0,5,30.074525
-70.0,5,30.082353
-70.0,5,30.091225
-70.0,5,30.097421
-95.0,5,30.103339
-95.0,5,30.112405
-70.0,5,30.118762
-70.0,5,30.12472
-95.0,5,30.1306
-70.0,5,30.138256
-95.0,5,30.143153
-70.0,5,30.147511
-70.0,5,30.152412
-70.0,5,30.160173
-70.0,5,30.165489
-95.0,5,30.171121
-95.0,5,30.175519
-70.0,5,30.185207
-70.0,5,30.192542
-70.0,5,30.200414
-120.0,5,30.206675
-95.0,5,30.214532
-95.0,5,30.219929
-95.0,5,30.224177
-120.0,5,30.228895
-95.0,5,30.235803
-70.0,5,30.240084
-120.0,5,30.246558
-70.0,5,30.254246
-95.0,5,30.26517
-70.0,5,30.271513
-120.0,5,30.277621
-95.0,5,30.282813
-120.0,5,30.290557
-120.0,5,30.295238
-95.0,5,30.30022
-95.0,5,30.304715
-120.0,5,30.314059
-120.0,5,30.319233
-95.0,5,30.323851
-120.0,5,30.328445
-95.0,5,30.336715
-120.0,5,30.345065
-95.0,5,30.350854
-120.0,5,30.3566
-70.0,5,30.365049
-95.0,5,30.37263
-120.0,5,30.377688
-95.0,5,30.382795
-95.0,5,30.39149
-70.0,5,30.396318
-95.0,5,30.401444
-95.0,5,30.406158
-70.0,5,30.412655
-70.0,5,30.417453
-120.0,5,30.422284
-120.0,5,30.426788
-95.0,5,30.436195
-70.0,5,30.440912
-70.0,5,30.445717
-95.0,5,30.450631
-70.0,5,30.456907
-70.0,5,30.461297
-95.0,5,30.465428
-95.0,5,30.470039
-95.0,5,30.476301
-95.0,5,30.480843
-95.0,5,30.489011
-95.0,5,30.494696
-95.0,5,30.502152
-120.0,5,30.506975
-95.0,5,30.513897
-70.0,5,30.519892
-95.0,5,30.531657
-95.0,5,30.538014
-120.0,5,30.544455
-95.0,5,30.550663
-95.0,5,30.562385
-70.0,5,30.568372
-70.0,5,30.574122
-70.0,5,30.579428
-95.0,5,30.586567
-70.0,5,30.591348
-95.0,5,30.597015
-120.0,5,30.602811
-120.0,5,30.609607
-120.0,5,30.614063
-120.0,5,30.620489
-120.0,5,30.625583
-120.0,5,30.633292
-120.0,5,30.638556
-95.0,5,30.643346
-120.0,5,30.649803
-120.0,5,30.657371
-120.0,5,30.661771
-120.0,5,30.66797
-120.0,5,30.677169
-120.0,5,30.687711
-120.0,5,30.694152
-120.0,5,30.699735
-120.0,5,30.705359
-95.0,5,30.712996
-120.0,5,30.718138
-120.0,5,30.722915
-120.0,5,30.727635
-120.0,5,30.737133
-120.0,5,30.743631
-120.0,5,30.74929
-95.0,5,30.753526
-120.0,5,30.760441
-95.0,5,30.764854
-120.0,5,30.76981
-120.0,5,30.774518
-120.0,5,30.781324
-120.0,5,30.786003
-120.0,5,30.790673
-120.0,5,30.79508
-120.0,5,30.804028
-95.0,5,30.809093
-120.0,5,30.814606
-120.0,5,30.819468
-120.0,5,30.825812
-120.0,5,30.830288
-120.0,5,30.834764
-120.0,5,30.839592
-120.0,5,30.846314
-95.0,5,30.850493
-120.0,5,30.856247
-120.0,5,30.861644
-120.0,5,30.868284
-120.0,5,30.872862
-120.0,5,30.877355
-120.0,5,30.88183
-120.0,5,30.889648
-120.0,5,30.894603
-120.0,5,30.899395
-120.0,5,30.903935
-120.0,5,30.912492
-120.0,5,30.917408
-120.0,5,30.922288
-120.0,5,30.926435
-95.0,5,30.933964
-95.0,5,30.939197
-120.0,5,30.944235
-120.0,5,30.948869
-95.0,5,30.955508
-95.0,5,30.960422
-120.0,5,30.968161
-120.0,5,30.975187
-95.0,5,30.98281
-120.0,5,30.988499
-120.0,5,30.994313
-120.0,5,30.99894
-120.0,5,31.006239
-120.0,5,31.010961
-120.0,5,31.016085
-120.0,5,31.020969
-120.0,5,31.031545
-120.0,5,31.037781
-120.0,5,31.043119
-120.0,5,31.048141
-120.0,5,31.055029
-120.0,5,31.059788
-120.0,5,31.064554
-120.0,5,31.069463
-120.0,5,31.076028
-120.0,5,31.080615
-120.0,5,31.087013
-120.0,5,31.091717
-120.0,5,31.098113
-120.0,5,31.102805
-120.0,5,31.107041
-120.0,5,31.111493
-95.0,5,31.117623
-120.0,5,31.122106
-120.0,5,31.126955
-120.0,5,31.131574
-120.0,5,31.138186
-95.0,5,31.145255
-120.0,5,31.150925
-120.0,5,31.156303
-70.0,5,31.163174
-95.0,5,31.168162
-95.0,5,31.172981
-95.0,5,31.177685
-95.0,5,31.184392
-95.0,5,31.188648
-95.0,5,31.195156
-95.0,5,31.199877
-120.0,5,31.206115
-95.0,5,31.210568
-95.0,5,31.215015
-95.0,5,31.219499
-70.0,5,31.226291
-95.0,5,31.23108
-95.0,5,31.236089
-120.0,5,31.240381
-95.0,5,31.248766
-70.0,5,31.254061
-95.0,5,31.25857
-120.0,5,31.263075
-70.0,5,31.269601
-95.0,5,31.274789
-95.0,5,31.27938
-70.0,5,31.283634
-120.0,5,31.291491
-70.0,5,31.296872
-70.0,5,31.302679
-70.0,5,31.30753
-95.0,5,31.314449
-70.0,5,31.318981
-70.0,5,31.323585
-70.0,5,31.328084
-70.0,5,31.334446
-95.0,5,31.339131
-70.0,5,31.344511
-70.0,5,31.349004
-70.0,5,31.357764
-70.0,5,31.363081
-70.0,5,31.369739
-70.0,5,31.377303
-70.0,5,31.385302
-70.0,5,31.3914
-70.0,5,31.39681
-70.0,5,31.402319
-70.0,5,31.409744
-70.0,5,31.413903
-70.0,5,31.420674
-95.0,5,31.425335
-70.0,5,31.431566
-70.0,5,31.436145
-70.0,5,31.440949
-70.0,5,31.445386
-70.0,5,31.45146
-70.0,5,31.455905
-70.0,5,31.460512
-70.0,5,31.464987
-70.0,5,31.473412
-70.0,5,31.478568
-70.0,5,31.482785
-70.0,5,31.487401
-95.0,5,31.494017
-70.0,5,31.498637
-70.0,5,31.503475
-70.0,5,31.507675
-70.0,5,31.514107
-70.0,5,31.518583
-70.0,5,31.524932
-70.0,5,31.530245
-70.0,5,31.536847
-70.0,5,31.541397
-70.0,5,31.545968
-95.0,5,31.550065
-70.0,5,31.556581
-70.0,5,31.56119
-70.0,5,31.565895
-70.0,5,31.570405
-70.0,5,31.579339
-70.0,5,31.584413
-70.0,5,31.589095
-70.0,5,31.593919
-70.0,5,31.601059
-95.0,5,31.605212
-70.0,5,31.610132
-70.0,5,31.61553
-70.0,5,31.623932
-70.0,5,31.630126
-70.0,5,31.636617
-70.0,5,31.642389
-70.0,5,31.649302
-70.0,5,31.654008
-70.0,5,31.658643
-70.0,5,31.663214
-70.0,5,31.66973
-70.0,5,31.674127
-70.0,5,31.678894
-70.0,5,31.683397
-70.0,5,31.691728
-70.0,5,31.696812
-70.0,5,31.701421
-70.0,5,31.706654
-70.0,5,31.71419
-70.0,5,31.719021
-70.0,5,31.723732
-70.0,5,31.728286
-70.0,5,31.735022
-70.0,5,31.740359
-70.0,5,31.746669
-70.0,5,31.751685
-70.0,5,31.758535
-70.0,5,31.763389
-70.0,5,31.767985
-70.0,5,31.772423
-70.0,5,31.778658
-70.0,5,31.783201
-70.0,5,31.787785
-70.0,5,31.792162
-95.0,5,31.800112
-70.0,5,31.804951
-70.0,5,31.809117
-70.0,5,31.813546
-70.0,5,31.820004
-70.0,5,31.824619
-70.0,5,31.829075
-70.0,5,31.833897
-70.0,5,31.840663
-70.0,5,31.845267
-70.0,5,31.851133
-70.0,5,31.855708
-70.0,5,31.862314
-70.0,5,31.866585
-70.0,5,31.870879
-70.0,5,31.875014
-70.0,5,31.881287
-70.0,5,31.885411
-70.0,5,31.890294
-70.0,5,31.894783
-70.0,5,31.903219
-70.0,5,31.907723
-70.0,5,31.912248
-70.0,5,31.916684
-70.0,5,31.922775
-70.0,5,31.927298
-70.0,5,31.931803
-70.0,5,31.935887
-70.0,5,31.942598
-70.0,5,31.94846
-70.0,5,31.955919
-70.0,5,31.961154
-70.0,5,31.968512
-70.0,5,31.973169
-70.0,5,31.977627
-70.0,5,31.981803
-70.0,5,31.988308
-70.0,5,31.9928
-70.0,5,31.997536
-70.0,5,32.002465
-70.0,5,32.011146
-70.0,5,32.015739
-70.0,5,32.020378
-70.0,5,32.024788
-70.0,5,32.031357
-70.0,5,32.035782
-95.0,5,32.040048
-70.0,5,32.044741
-70.0,5,32.052876
-70.0,5,32.059617
-70.0,5,32.066275
-70.0,5,32.072238
-70.0,5,32.08207
-70.0,5,32.087704
-70.0,5,32.093478
-70.0,5,32.098029
-70.0,5,32.105225
-70.0,5,32.109875
-70.0,5,32.11473
-70.0,5,32.119353
-70.0,5,32.128186
-70.0,5,32.133208
-70.0,5,32.137516
-70.0,5,32.142217
-70.0,5,32.149363
-70.0,5,32.153898
-70.0,5,32.158353
-70.0,5,32.162742
-70.0,5,32.169403
-70.0,5,32.174333
-70.0,5,32.180451
-70.0,5,32.185145
-70.0,5,32.191545
-70.0,5,32.19582
-70.0,5,32.200282
-70.0,5,32.204755
-70.0,5,32.211159
-70.0,5,32.215244
-70.0,5,32.219971
-70.0,5,32.224418
-70.0,5,32.232779
-70.0,5,32.237977
-70.0,5,32.242441
-70.0,5,32.247277
-70.0,5,32.25485
-70.0,5,32.260025
-70.0,5,32.2647
-70.0,5,32.269623
-70.0,5,32.276407
-70.0,5,32.281008
-70.0,5,32.28741
-70.0,5,32.291965
-70.0,5,32.298157
-95.0,5,32.302469
-70.0,5,32.307002
-70.0,5,32.311466
-70.0,5,32.317858
-70.0,5,32.322321
-70.0,5,32.327109
-70.0,5,32.331314
-70.0,5,32.338608
-70.0,5,32.344597
-70.0,5,32.349213
-70.0,5,32.355168
-70.0,5,32.364609
-70.0,5,32.372326
-70.0,5,32.378141
-70.0,5,32.38357
-70.0,5,32.39249
-70.0,5,32.398033
-70.0,5,32.403307
-70.0,5,32.409413
-70.0,5,32.41622
-70.0,5,32.420981
-70.0,5,32.425592
-70.0,5,32.430145
-70.0,5,32.436496
-70.0,5,32.4427
-70.0,5,32.448042
-70.0,5,32.454083
-70.0,5,32.463274
-70.0,5,32.468094
-70.0,5,32.472457
-70.0,5,32.477056
-95.0,5,32.483173
-70.0,5,32.487637
-70.0,5,32.492116
-70.0,5,32.496873
-70.0,5,32.503112
-70.0,5,32.507942
-70.0,5,32.514534
-70.0,5,32.519448
-70.0,5,32.527113
-70.0,5,32.532905
-70.0,5,32.538008
-70.0,5,32.543036
-70.0,5,32.552386
-95.0,5,32.559962
-70.0,5,32.566434
-70.0,5,32.573134
-70.0,5,32.581025
-70.0,5,32.586572
-70.0,5,32.593001
-70.0,5,32.598186
-70.0,5,32.604617
-70.0,5,32.609258
-70.0,5,32.613762
-70.0,5,32.618265
-70.0,5,32.625072
-70.0,5,32.629516
-70.0,5,32.636161
-95.0,5,32.640391
-70.0,5,32.646775
-70.0,5,32.651095
-70.0,5,32.656146
-70.0,5,32.66185
-70.0,5,32.669061
-70.0,5,32.674137
-70.0,5,32.681877
-70.0,5,32.689341
-70.0,5,32.697786
-70.0,5,32.703187
-70.0,5,32.708093
-70.0,5,32.713034
-70.0,5,32.721157
-70.0,5,32.726013
-70.0,5,32.730572
-70.0,5,32.735104
-70.0,5,32.742045
-70.0,5,32.747015
-70.0,5,32.753769
-70.0,5,32.758673
-70.0,5,32.767437
-70.0,5,32.773314
-70.0,5,32.7783
-70.0,5,32.785017
-70.0,5,32.796716
-95.0,5,32.802745
-70.0,5,32.808783
-70.0,5,32.814265
-70.0,5,32.822761
-95.0,5,32.828162
-95.0,5,32.832636
-70.0,5,32.83764
-70.0,5,32.844438
-70.0,5,32.849339
-70.0,5,32.856982
-70.0,5,32.8647
-70.0,5,32.873485
-70.0,5,32.884321
-70.0,5,32.893008
-70.0,5,32.899775
-70.0,5,32.909259
-70.0,5,32.915621
-70.0,5,32.923078
-70.0,5,32.929005
-70.0,5,32.937575
-70.0,5,32.94431
-70.0,5,32.950197
-70.0,5,32.959586
-70.0,5,32.96886
-70.0,5,32.975437
-70.0,5,32.98024
-70.0,5,32.985934
-70.0,5,32.996086
-70.0,5,33.003801
-70.0,5,33.009982
-70.0,5,33.0153
-70.0,5,33.023111
-70.0,5,33.029006
-70.0,5,33.035245
-70.0,5,33.040159
-70.0,5,33.046787
-70.0,5,33.051418
-70.0,5,33.056879
-70.0,5,33.061569
-70.0,5,33.068278
-70.0,5,33.073199
-70.0,5,33.078178
-70.0,5,33.085249
-70.0,5,33.094581
-70.0,5,33.101837
-70.0,5,33.109387
-70.0,5,33.115016
-70.0,5,33.124789
-70.0,5,33.129907
-70.0,5,33.136135
-70.0,5,33.141379
-70.0,5,33.149299
-70.0,5,33.158483
-70.0,5,33.167238
-70.0,5,33.173572
-70.0,5,33.181081
-70.0,5,33.186559
-70.0,5,33.191619
-70.0,5,33.196486
-70.0,5,33.204207
-70.0,5,33.210414
-70.0,5,33.216614
-95.0,5,33.222189
-70.0,5,33.232662
-70.0,5,33.240067
-70.0,5,33.246164
-70.0,5,33.251613
-70.0,5,33.25968
-70.0,5,33.264735
-95.0,5,33.269795
-70.0,5,33.274966
-70.0,5,33.282207
-70.0,5,33.287543
-70.0,5,33.293574
-70.0,5,33.298212
-70.0,5,33.306146
-70.0,5,33.311994
-70.0,5,33.317642
-70.0,5,33.32346
-70.0,5,33.332014
-70.0,5,33.340375
-95.0,5,33.346765
-70.0,5,33.354706
-70.0,5,33.366405
-70.0,5,33.372578
-70.0,5,33.378361
-70.0,5,33.384095
-70.0,5,33.392026
-70.0,5,33.396674
-70.0,5,33.401264
-70.0,5,33.405912
-70.0,5,33.412661
-70.0,5,33.417742
-70.0,5,33.424088
-70.0,5,33.430094
-70.0,5,33.438325
-70.0,5,33.443003
-70.0,5,33.447594
-70.0,5,33.452337
-70.0,5,33.45902
-70.0,5,33.464017
-70.0,5,33.46992
-70.0,5,33.47546
-70.0,5,33.486718
-70.0,5,33.492734
-70.0,5,33.497734
-70.0,5,33.503676
-70.0,5,33.511323
-95.0,5,33.515655
-70.0,5,33.520718
-70.0,5,33.525541
-95.0,5,33.532025
-70.0,5,33.537515
-70.0,5,33.544497
-70.0,5,33.549504
-70.0,5,33.557204
-70.0,5,33.564599
-95.0,5,33.573296
-70.0,5,33.579131
-70.0,5,33.586784
-70.0,5,33.59249
-70.0,5,33.598073
-70.0,5,33.60529
-70.0,5,33.618963
-70.0,5,33.624502
-70.0,5,33.630064
-70.0,5,33.635382
-70.0,5,33.64304
-70.0,5,33.648021
-70.0,5,33.65295
-70.0,5,33.65766
-70.0,5,33.664558
-70.0,5,33.670202
-70.0,5,33.676458
-95.0,5,33.680947
-70.0,5,33.688336
-70.0,5,33.69275
-70.0,5,33.697267
-70.0,5,33.701998
-70.0,5,33.708088
-70.0,5,33.712565
-70.0,5,33.717746
-70.0,5,33.723385
-70.0,5,33.732601
-70.0,5,33.738982
-70.0,5,33.746782
-70.0,5,33.755728
-70.0,5,33.763888
-70.0,5,33.769961
-70.0,5,33.77481
-70.0,5,33.779915
-70.0,5,33.787787
-70.0,5,33.794453
-70.0,5,33.800779
-70.0,5,33.806052
-95.0,5,33.813188
-70.0,5,33.818311
-70.0,5,33.823105
-70.0,5,33.827385
-70.0,5,33.833824
-70.0,5,33.838316
-70.0,5,33.842809
-70.0,5,33.847602
-70.0,5,33.855195
-95.0,5,33.861006
-70.0,5,33.865336
-70.0,5,33.870504
-70.0,5,33.877777
-95.0,5,33.882159
-70.0,5,33.886605
-70.0,5,33.891406
-95.0,5,33.898353
-120.0,5,33.903469
-70.0,5,33.908755
-70.0,5,33.914252
-70.0,5,33.921335
-70.0,5,33.92579
-70.0,5,33.930288
-70.0,5,33.934864
-95.0,5,33.941189
-70.0,5,33.945703
-95.0,5,33.950619
-95.0,5,33.954935
-70.0,5,33.965883
-70.0,5,33.971858
-70.0,5,33.976665
-95.0,5,33.981047
-95.0,5,33.990024
-95.0,5,33.995818
-70.0,5,34.001667
-95.0,5,34.007704
-70.0,5,34.015061
-70.0,5,34.020321
-95.0,5,34.026582
-70.0,5,34.032014
-95.0,5,34.041775
-95.0,5,34.047228
-70.0,5,34.052227
-70.0,5,34.056545
-95.0,5,34.062742
-70.0,5,34.067825
-70.0,5,34.072792
-70.0,5,34.077676
-120.0,5,34.087563
-95.0,5,34.092008
-95.0,5,34.096671
-95.0,5,34.101421
-120.0,5,34.108123
-95.0,5,34.112627
-95.0,5,34.117207
-70.0,5,34.121846
-95.0,5,34.128507
-95.0,5,34.132829
-120.0,5,34.137987
-120.0,5,34.144928
-120.0,5,34.152686
-95.0,5,34.15732
-120.0,5,34.161858
-120.0,5,34.166316
-120.0,5,34.172782
-95.0,5,34.17694
-120.0,5,34.181616
-120.0,5,34.186202
-70.0,5,34.195114
-95.0,5,34.199877
-120.0,5,34.204458
-120.0,5,34.209185
-95.0,5,34.21945
-70.0,5,34.225102
-95.0,5,34.229777
-120.0,5,34.234643
-120.0,5,34.241282
-120.0,5,34.246141
-95.0,5,34.252972
-95.0,5,34.258193
-120.0,5,34.264699
-120.0,5,34.269249
-120.0,5,34.273641
-95.0,5,34.27775
-120.0,5,34.284639
-95.0,5,34.289319
-95.0,5,34.294352
-120.0,5,34.299565
-95.0,5,34.31001
-95.0,5,34.3147
-95.0,5,34.31932
-95.0,5,34.323879
-70.0,5,34.330309
-95.0,5,34.334921
-70.0,5,34.339558
-95.0,5,34.343477
-120.0,5,34.350494
-70.0,5,34.356712
-95.0,5,34.363354
-70.0,5,34.369148
-70.0,5,34.376552
-70.0,5,34.381266
-95.0,5,34.386241
-95.0,5,34.390573
-70.0,5,34.396563
-70.0,5,34.401583
-70.0,5,34.406535
-70.0,5,34.4113
-70.0,5,34.420316
-70.0,5,34.425438
-70.0,5,34.429996
-70.0,5,34.434235
-70.0,5,34.440608
-70.0,5,34.445064
-70.0,5,34.449785
-95.0,5,34.453988
-95.0,5,34.460221
-70.0,5,34.464858
-70.0,5,34.470111
-70.0,5,34.476112
-70.0,5,34.482982
-70.0,5,34.487782
-70.0,5,34.492175
-95.0,5,34.496774
-70.0,5,34.503323
-70.0,5,34.507889
-70.0,5,34.513537
-70.0,5,34.518035
-70.0,5,34.526637
-70.0,5,34.531338
-70.0,5,34.536131
-70.0,5,34.540582
-70.0,5,34.547697
-95.0,5,34.552218
-70.0,5,34.557063
-70.0,5,34.561468
-70.0,5,34.568104
-70.0,5,34.57316
-70.0,5,34.57984
-70.0,5,34.585079
-70.0,5,34.59332
-70.0,5,34.600096
-70.0,5,34.606961
-70.0,5,34.61222
-70.0,5,34.619412
-70.0,5,34.623995
-95.0,5,34.628495
-70.0,5,34.632983
-70.0,5,34.643028
-70.0,5,34.649092
-70.0,5,34.654042
-70.0,5,34.658684
-70.0,5,34.665335
-70.0,5,34.670188
-70.0,5,34.675198
-70.0,5,34.679773
-70.0,5,34.686694
-70.0,5,34.691563
-70.0,5,34.697576
-70.0,5,34.702286
-70.0,5,34.709542
-70.0,5,34.714155
-70.0,5,34.719064
-70.0,5,34.723686
-70.0,5,34.730109
-70.0,5,34.734754
-70.0,5,34.739775
-70.0,5,34.744267
-70.0,5,34.753534
-70.0,5,34.758227
-70.0,5,34.76271
-70.0,5,34.767388
-70.0,5,34.774136
-70.0,5,34.778329
-70.0,5,34.782764
-95.0,5,34.786584
-70.0,5,34.79331
-70.0,5,34.79767
-70.0,5,34.804408
-70.0,5,34.809398
-70.0,5,34.816418
-70.0,5,34.821401
-70.0,5,34.82614
-70.0,5,34.830751
-70.0,5,34.836924
-70.0,5,34.841354
-70.0,5,34.846958
-70.0,5,34.851821
-70.0,5,34.861013
-70.0,5,34.865534
-70.0,5,34.870761
-70.0,5,34.8753
-70.0,5,34.881774
-95.0,5,34.885962
-70.0,5,34.89035
-70.0,5,34.894596
-70.0,5,34.901246
-70.0,5,34.905986
-95.0,5,34.912632
-70.0,5,34.917671
-70.0,5,34.924126
-70.0,5,34.92909
-70.0,5,34.933895
-70.0,5,34.938618
-70.0,5,34.946229
-70.0,5,34.950874
-70.0,5,34.955933
-70.0,5,34.960712
-70.0,5,34.970312
-70.0,5,34.976784
-95.0,5,34.981626
-70.0,5,34.986702
-70.0,5,34.994648
-70.0,5,35.002062
-70.0,5,35.008066
-70.0,5,35.01331
-70.0,5,35.020491
-70.0,5,35.026461
-70.0,5,35.03222
-70.0,5,35.03712
-70.0,5,35.043616
-70.0,5,35.048152
-70.0,5,35.052627
-70.0,5,35.057075
-95.0,5,35.063079
-70.0,5,35.067732
-70.0,5,35.072509
-70.0,5,35.076952
-70.0,5,35.08611
-70.0,5,35.090938
-70.0,5,35.095501
-70.0,5,35.100401
-70.0,5,35.10736
-70.0,5,35.111814
-70.0,5,35.116554
-70.0,5,35.121431
-70.0,5,35.12849
-70.0,5,35.133616
-70.0,5,35.138504
-70.0,5,35.144262
-70.0,5,35.151006
-70.0,5,35.155887
-70.0,5,35.160392
-70.0,5,35.165096
-70.0,5,35.171508
-70.0,5,35.175964
-70.0,5,35.18146
-70.0,5,35.186574
-70.0,5,35.196395
-70.0,5,35.201717
-70.0,5,35.206513
-70.0,5,35.211118
-70.0,5,35.217443
-70.0,5,35.221963
-70.0,5,35.22641
-70.0,5,35.231528
-70.0,5,35.238601
-70.0,5,35.24301
-70.0,5,35.249274
-70.0,5,35.254488
-70.0,5,35.261221
-70.0,5,35.265664
-70.0,5,35.270181
-70.0,5,35.274915
-70.0,5,35.282194
-70.0,5,35.286861
-70.0,5,35.29185
-70.0,5,35.296429
-70.0,5,35.30573
-70.0,5,35.311027
-70.0,5,35.316478
-70.0,5,35.321778
-70.0,5,35.328438
-70.0,5,35.3329
-70.0,5,35.337529
-70.0,5,35.341985
-70.0,5,35.348758
-70.0,5,35.353748
-70.0,5,35.360273
-70.0,5,35.36508
-70.0,5,35.371821
-70.0,5,35.375945
-70.0,5,35.380443
-70.0,5,35.385137
-70.0,5,35.391814
-70.0,5,35.395977
-70.0,5,35.400606
-70.0,5,35.405148
-70.0,5,35.415139
-70.0,5,35.421411
-70.0,5,35.427889
-70.0,5,35.43543
-70.0,5,35.444998
-70.0,5,35.450244
-70.0,5,35.455704
-70.0,5,35.460492
-70.0,5,35.467687
-70.0,5,35.473163
-70.0,5,35.480913
-70.0,5,35.486639
-70.0,5,35.493533
-70.0,5,35.499529
-70.0,5,35.507418
-70.0,5,35.513303
-70.0,5,35.520874
-70.0,5,35.526496
-70.0,5,35.532196
-70.0,5,35.538299
-70.0,5,35.54771
-70.0,5,35.552957
-95.0,5,35.557635
-70.0,5,35.562129
-70.0,5,35.568973
-70.0,5,35.573543
-95.0,5,35.577737
-70.0,5,35.58335
-70.0,5,35.591935
-70.0,5,35.599738
-70.0,5,35.607374
-70.0,5,35.61475
-70.0,5,35.623675
-70.0,5,35.62932
-70.0,5,35.635005
-95.0,5,35.640663
-70.0,5,35.647742
-70.0,5,35.652552
-70.0,5,35.657708
-70.0,5,35.662488
-70.0,5,35.67215
-70.0,5,35.676967
-70.0,5,35.681663
-70.0,5,35.687215
-70.0,5,35.694854
-70.0,5,35.700178
-70.0,5,35.706748
-70.0,5,35.715149
-70.0,5,35.726346
-70.0,5,35.731953
-70.0,5,35.737693
-70.0,5,35.744961
-70.0,5,35.757318
-70.0,5,35.763189
-70.0,5,35.769114
-70.0,5,35.774773
-70.0,5,35.782026
-70.0,5,35.787189
-70.0,5,35.792553
-95.0,5,35.797133
-70.0,5,35.805539
-70.0,5,35.81035
-70.0,5,35.815114
-70.0,5,35.819835
-95.0,5,35.826391
-70.0,5,35.830855
-70.0,5,35.83653
-70.0,5,35.841938
-70.0,5,35.848662
-70.0,5,35.853637
-70.0,5,35.860032
-120.0,5,35.864416
-120.0,5,35.871373
-95.0,5,35.875806
-120.0,5,35.880335
-120.0,5,35.886657
-120.0,5,35.893552
-120.0,5,35.898347
-120.0,5,35.903148
-120.0,5,35.907641
-120.0,5,35.91658
-120.0,5,35.92211
-120.0,5,35.926381
-120.0,5,35.930967
-120.0,5,35.937769
-120.0,5,35.942665
-120.0,5,35.947499
-120.0,5,35.952184
-120.0,5,35.958529
-120.0,5,35.963209
-120.0,5,35.969492
-120.0,5,35.974238
-120.0,5,35.980643
-120.0,5,35.986069
-120.0,5,35.991216
-120.0,5,35.995833
-120.0,5,36.00351
-120.0,5,36.008771
-120.0,5,36.013469
-120.0,5,36.017952
-120.0,5,36.026985
-120.0,5,36.03165
-120.0,5,36.036242
-120.0,5,36.040774
-120.0,5,36.048684
-120.0,5,36.053651
-120.0,5,36.058434
-120.0,5,36.063144
-120.0,5,36.069742
-120.0,5,36.074602
-120.0,5,36.080983
-120.0,5,36.085773
-120.0,5,36.092409
-120.0,5,36.097056
-120.0,5,36.104824
-120.0,5,36.110879
-120.0,5,36.118615
-120.0,5,36.125015
-120.0,5,36.129867
-120.0,5,36.134718
-120.0,5,36.144431
-120.0,5,36.150055
-120.0,5,36.154804
-120.0,5,36.159811
-120.0,5,36.166398
-120.0,5,36.170879
-120.0,5,36.175259
-120.0,5,36.179447
-120.0,5,36.186598
-120.0,5,36.19237
-120.0,5,36.198511
-120.0,5,36.20343
-120.0,5,36.210051
-120.0,5,36.214614
-120.0,5,36.22009
-120.0,5,36.224819
-120.0,5,36.231396
-120.0,5,36.235726
-120.0,5,36.241717
-120.0,5,36.247302
-120.0,5,36.256929
-120.0,5,36.261754
-120.0,5,36.266613
-120.0,5,36.271099
-120.0,5,36.277254
-120.0,5,36.281765
-120.0,5,36.286394
-120.0,5,36.290954
-120.0,5,36.297689
-120.0,5,36.302528
-120.0,5,36.308715
-120.0,5,36.313514
-120.0,5,36.321396
-120.0,5,36.326399
-120.0,5,36.332012
-120.0,5,36.336787
-120.0,5,36.343039
-95.0,5,36.347363
-120.0,5,36.352327
-120.0,5,36.356722
-120.0,5,36.365731
-120.0,5,36.370639
-120.0,5,36.375114
-120.0,5,36.379357
-120.0,5,36.385793
-120.0,5,36.390186
-120.0,5,36.394779
-120.0,5,36.40011
-120.0,5,36.407195
-120.0,5,36.412303
-120.0,5,36.418791
-95.0,5,36.427983
-120.0,5,36.439016
-120.0,5,36.444715
-120.0,5,36.450058
-120.0,5,36.455553
-120.0,5,36.462368
-120.0,5,36.467299
-95.0,5,36.475339
-120.0,5,36.486771
-120.0,5,36.495781
-120.0,5,36.505342
-120.0,5,36.511305
-120.0,5,36.519471
-120.0,5,36.529979
-120.0,5,36.536422
-120.0,5,36.542355
-120.0,5,36.549455
-120.0,5,36.561465
-120.0,5,36.568022
-95.0,5,36.573505
-120.0,5,36.579491
-120.0,5,36.588662
-120.0,5,36.596656
-120.0,5,36.605698
-120.0,5,36.612724
-120.0,5,36.621011
-120.0,5,36.626133
-120.0,5,36.632711
-120.0,5,36.639197
-120.0,5,36.647329
-120.0,5,36.653729
-120.0,5,36.659083
-120.0,5,36.663537
-120.0,5,36.670021
-120.0,5,36.674636
-120.0,5,36.679193
-120.0,5,36.683311
-120.0,5,36.690253
-120.0,5,36.695463
-120.0,5,36.706418
-120.0,5,36.713104
-120.0,5,36.722376
-120.0,5,36.728793
-120.0,5,36.734535
-120.0,5,36.741684
-120.0,5,36.749445
-120.0,5,36.75553
-120.0,5,36.761425
-120.0,5,36.76692
-120.0,5,36.776662
-120.0,5,36.781233
-120.0,5,36.786404
-120.0,5,36.791422
-120.0,5,36.799454
-120.0,5,36.804735
-95.0,5,36.8103
-120.0,5,36.816229
-120.0,5,36.823943
-120.0,5,36.829208
-120.0,5,36.838704
-120.0,5,36.846714
-120.0,5,36.856334
-120.0,5,36.861496
