#{"t_start": 1757611876.3384564, "env_id": "None"}
r,l,t
-70.0,5,8.26653
-70.0,5,8.273137
-70.0,5,8.27724
-70.0,5,8.281621
-70.0,5,8.286015
-70.0,5,8.292385
-70.0,5,8.296906
-70.0,5,8.303434
-70.0,5,8.308029
-70.0,5,8.314306
-70.0,5,8.31872
-70.0,5,8.323327
-70.0,5,8.327782
-70.0,5,8.335114
-70.0,5,8.339938
-70.0,5,8.343955
-70.0,5,8.348354
-70.0,5,8.357469
-70.0,5,8.362677
-70.0,5,8.367579
-95.0,5,8.372212
-70.0,5,8.378483
-95.0,5,8.38256
-70.0,5,8.387117
-70.0,5,8.391996
-70.0,5,8.398546
-95.0,5,8.402366
-70.0,5,8.407318
-70.0,5,8.413301
-70.0,5,8.420579
-70.0,5,8.424997
-70.0,5,8.429319
-70.0,5,8.433822
-70.0,5,8.440153
-70.0,5,8.444551
-70.0,5,8.449248
-70.0,5,8.453636
-70.0,5,8.461663
-70.0,5,8.466487
-70.0,5,8.471327
-70.0,5,8.475804
-95.0,5,8.481816
-70.0,5,8.486188
-70.0,5,8.490816
-70.0,5,8.495869
-70.0,5,8.502656
-70.0,5,8.507287
-70.0,5,8.514329
-70.0,5,8.519437
-70.0,5,8.525665
-70.0,5,8.530151
-70.0,5,8.534544
-70.0,5,8.538974
-70.0,5,8.544858
-70.0,5,8.549217
-70.0,5,8.553987
-95.0,5,8.55837
-70.0,5,8.565628
-70.0,5,8.570184
-70.0,5,8.574661
-70.0,5,8.579049
-70.0,5,8.58529
-70.0,5,8.589883
-95.0,5,8.593708
-70.0,5,8.598047
-70.0,5,8.604517
-70.0,5,8.609091
-70.0,5,8.615041
-70.0,5,8.619923
-70.0,5,8.626421
-70.0,5,8.631046
-95.0,5,8.63585
-70.0,5,8.640149
-70.0,5,8.646098
-70.0,5,8.650527
-70.0,5,8.655431
-70.0,5,8.659817
-95.0,5,8.667674
-70.0,5,8.672746
-70.0,5,8.677214
-95.0,5,8.682139
-70.0,5,8.689094
-70.0,5,8.693186
-70.0,5,8.697856
-70.0,5,8.702379
-70.0,5,8.709017
-70.0,5,8.713526
-70.0,5,8.719568
-70.0,5,8.723918
-70.0,5,8.730194
-70.0,5,8.734397
-70.0,5,8.738495
-70.0,5,8.74289
-70.0,5,8.748787
-70.0,5,8.753131
-70.0,5,8.757541
-70.0,5,8.762073
-70.0,5,8.77011
-70.0,5,8.774662
-70.0,5,8.778767
-70.0,5,8.783162
-70.0,5,8.789205
-70.0,5,8.793309
-70.0,5,8.797689
-70.0,5,8.802717
-70.0,5,8.809323
-70.0,5,8.813897
-70.0,5,8.820282
-70.0,5,8.825214
-70.0,5,8.831307
-70.0,5,8.83576
-70.0,5,8.840327
-70.0,5,8.844457
-70.0,5,8.850386
-70.0,5,8.854835
-70.0,5,8.859447
-70.0,5,8.863896
-95.0,5,8.871801
-70.0,5,8.876701
-70.0,5,8.881169
-70.0,5,8.885179
-70.0,5,8.891465
-70.0,5,8.895863
-70.0,5,8.900445
-70.0,5,8.906218
-70.0,5,8.917312
-70.0,5,8.927103
-70.0,5,8.93213
-70.0,5,8.938405
-70.0,5,8.95006
-70.0,5,8.956623
-70.0,5,8.963209
-70.0,5,8.968573
-70.0,5,8.976825
-70.0,5,8.981946
-70.0,5,8.986971
-95.0,5,8.991527
-70.0,5,9.000376
-70.0,5,9.005276
-70.0,5,9.010526
-70.0,5,9.015543
-70.0,5,9.023505
-70.0,5,9.028152
-70.0,5,9.032924
-70.0,5,9.03754
-70.0,5,9.048165
-70.0,5,9.054335
-70.0,5,9.0605
-70.0,5,9.065909
-70.0,5,9.073408
-70.0,5,9.077898
-70.0,5,9.082348
-70.0,5,9.086812
-70.0,5,9.092257
-70.0,5,9.096717
-70.0,5,9.101086
-70.0,5,9.105531
-95.0,5,9.113257
-70.0,5,9.11887
-70.0,5,9.124122
-70.0,5,9.128818
-70.0,5,9.135191
-70.0,5,9.139701
-70.0,5,9.144114
-70.0,5,9.148244
-70.0,5,9.154756
-70.0,5,9.159345
-70.0,5,9.165684
-70.0,5,9.170676
-70.0,5,9.177049
-70.0,5,9.181514
-70.0,5,9.18594
-95.0,5,9.189661
-70.0,5,9.195735
-70.0,5,9.200162
-70.0,5,9.204822
-70.0,5,9.208631
-70.0,5,9.21727
-70.0,5,9.222369
-70.0,5,9.226545
-70.0,5,9.230878
-70.0,5,9.237574
-70.0,5,9.242379
-70.0,5,9.246774
-70.0,5,9.251166
-70.0,5,9.258193
-70.0,5,9.262451
-70.0,5,9.2691
-70.0,5,9.273952
-70.0,5,9.280362
-70.0,5,9.28476
-95.0,5,9.289311
-95.0,5,9.293786
-70.0,5,9.301591
-95.0,5,9.310221
-70.0,5,9.318207
-70.0,5,9.327227
-70.0,5,9.336094
-70.0,5,9.341551
-70.0,5,9.346454
-70.0,5,9.351492
-70.0,5,9.358227
-70.0,5,9.362999
-70.0,5,9.367913
-70.0,5,9.37461
-70.0,5,9.384422
-70.0,5,9.390121
-70.0,5,9.396642
-70.0,5,9.404464
-70.0,5,9.413634
-70.0,5,9.419689
-70.0,5,9.425606
-70.0,5,9.43064
-70.0,5,9.437961
-70.0,5,9.442836
-70.0,5,9.448093
-70.0,5,9.456399
-70.0,5,9.468323
-70.0,5,9.476095
-70.0,5,9.482143
-70.0,5,9.488306
-70.0,5,9.496392
-70.0,5,9.501778
-95.0,5,9.507448
-70.0,5,9.514527
-70.0,5,9.523368
-70.0,5,9.53033
-70.0,5,9.535956
-70.0,5,9.543066
-95.0,5,9.550924
-70.0,5,9.55665
-70.0,5,9.561744
-70.0,5,9.566561
-70.0,5,9.573377
-70.0,5,9.578003
-70.0,5,9.582771
-70.0,5,9.587268
-70.0,5,9.595226
-70.0,5,9.600004
-70.0,5,9.604339
-95.0,5,9.608484
-70.0,5,9.614931
-70.0,5,9.619388
-70.0,5,9.623498
-70.0,5,9.629446
-70.0,5,9.641396
-70.0,5,9.649642
-70.0,5,9.656876
-70.0,5,9.662449
-70.0,5,9.671118
-70.0,5,9.676539
-70.0,5,9.681576
-70.0,5,9.686375
-70.0,5,9.69494
-70.0,5,9.702286
-70.0,5,9.7094
-95.0,5,9.71515
-70.0,5,9.723029
-70.0,5,9.728996
-70.0,5,9.733899
-70.0,5,9.740147
-70.0,5,9.749032
-120.0,5,9.755558
-70.0,5,9.761816
-70.0,5,9.766834
-70.0,5,9.775167
-70.0,5,9.781249
-95.0,5,9.786772
-70.0,5,9.792565
-95.0,5,9.799763
-95.0,5,9.804278
-95.0,5,9.80902
-95.0,5,9.81364
-70.0,5,9.820157
-70.0,5,9.824931
-70.0,5,9.830053
-70.0,5,9.834021
-70.0,5,9.843139
-70.0,5,9.849703
-70.0,5,9.85579
-70.0,5,9.862097
-95.0,5,9.871571
-95.0,5,9.877254
-70.0,5,9.882331
-120.0,5,9.887347
-70.0,5,9.894129
-95.0,5,9.899127
-70.0,5,9.905522
-70.0,5,9.91022
-70.0,5,9.916629
-120.0,5,9.921147
-70.0,5,9.925511
-95.0,5,9.929917
-95.0,5,9.936256
-70.0,5,9.942172
-70.0,5,9.948323
-95.0,5,9.953461
-70.0,5,9.962179
-95.0,5,9.966961
-70.0,5,9.97175
-70.0,5,9.975864
-70.0,5,9.982222
-70.0,5,9.986792
-70.0,5,9.992366
-70.0,5,9.997223
-70.0,5,10.004786
-95.0,5,10.010097
-95.0,5,10.016285
-95.0,5,10.021168
-95.0,5,10.027474
-70.0,5,10.032007
-70.0,5,10.037192
-70.0,5,10.042193
-70.0,5,10.048362
-95.0,5,10.052758
-70.0,5,10.057123
-95.0,5,10.06133
-70.0,5,10.069679
-70.0,5,10.075122
-70.0,5,10.080793
-95.0,5,10.085634
-70.0,5,10.09225
-70.0,5,10.096657
-70.0,5,10.101151
-70.0,5,10.105515
-70.0,5,10.113696
-70.0,5,10.120167
-70.0,5,10.125973
-70.0,5,10.130748
-70.0,5,10.137277
-70.0,5,10.141705
-70.0,5,10.146408
-70.0,5,10.151057
-70.0,5,10.157824
-70.0,5,10.162236
-70.0,5,10.16706
-70.0,5,10.171668
-70.0,5,10.181125
-70.0,5,10.186203
-70.0,5,10.190972
-95.0,5,10.195302
-70.0,5,10.201486
-70.0,5,10.205895
-70.0,5,10.210203
-70.0,5,10.214885
-95.0,5,10.221904
-70.0,5,10.22675
-70.0,5,10.233595
-120.0,5,10.238492
-70.0,5,10.245092
-70.0,5,10.249236
-70.0,5,10.25387
-70.0,5,10.258362
-70.0,5,10.264637
-70.0,5,10.268975
-70.0,5,10.273511
-70.0,5,10.2779
-70.0,5,10.286048
-70.0,5,10.290256
-70.0,5,10.294639
-70.0,5,10.299155
-95.0,5,10.305012
-70.0,5,10.309381
-70.0,5,10.315256
-95.0,5,10.319777
-70.0,5,10.326506
-70.0,5,10.330786
-95.0,5,10.338207
-70.0,5,10.34403
-95.0,5,10.35095
-70.0,5,10.355227
-95.0,5,10.359621
-70.0,5,10.364021
-70.0,5,10.370263
-120.0,5,10.37475
-95.0,5,10.379068
-95.0,5,10.383605
-120.0,5,10.390846
-95.0,5,10.396382
-95.0,5,10.400623
-70.0,5,10.405196
-70.0,5,10.41151
-95.0,5,10.415903
-120.0,5,10.42036
-95.0,5,10.424896
-70.0,5,10.431445
-95.0,5,10.435606
-70.0,5,10.440468
-120.0,5,10.446264
-70.0,5,10.453805
-120.0,5,10.458437
-95.0,5,10.462897
-70.0,5,10.467362
-120.0,5,10.474383
-70.0,5,10.478904
-95.0,5,10.483565
-70.0,5,10.487749
-95.0,5,10.495619
-95.0,5,10.500202
-70.0,5,10.504803
-70.0,5,10.509204
-95.0,5,10.516276
-70.0,5,10.52103
-120.0,5,10.525783
-70.0,5,10.530446
-70.0,5,10.537199
-95.0,5,10.541407
-70.0,5,10.548232
-70.0,5,10.554091
-70.0,5,10.561108
-70.0,5,10.565609
-70.0,5,10.569178
-70.0,5,10.573578
-95.0,5,10.579505
-70.0,5,10.583601
-70.0,5,10.588317
-70.0,5,10.592412
-70.0,5,10.600416
-70.0,5,10.605307
-70.0,5,10.60945
-70.0,5,10.613852
-70.0,5,10.620175
-70.0,5,10.624313
-95.0,5,10.628761
-70.0,5,10.633152
-70.0,5,10.639246
-95.0,5,10.643644
-95.0,5,10.650203
-95.0,5,10.655103
-70.0,5,10.661602
-70.0,5,10.666071
-95.0,5,10.670511
-70.0,5,10.674914
-70.0,5,10.681285
-70.0,5,10.685686
-95.0,5,10.689976
-120.0,5,10.694355
-70.0,5,10.702989
-95.0,5,10.707915
-70.0,5,10.712336
-70.0,5,10.716541
-120.0,5,10.722854
-70.0,5,10.727353
-70.0,5,10.731764
-95.0,5,10.736216
-70.0,5,10.742393
-70.0,5,10.74704
-70.0,5,10.753526
-120.0,5,10.758771
-70.0,5,10.765552
-70.0,5,10.770224
-70.0,5,10.775304
-95.0,5,10.781313
-95.0,5,10.788502
-95.0,5,10.792274
-70.0,5,10.796992
-70.0,5,10.801386
-95.0,5,10.809217
-95.0,5,10.814343
-70.0,5,10.819455
-70.0,5,10.824098
-95.0,5,10.830988
-95.0,5,10.835385
-95.0,5,10.839843
-70.0,5,10.84424
-95.0,5,10.850493
-95.0,5,10.857932
-70.0,5,10.864103
-95.0,5,10.869457
-70.0,5,10.877757
-70.0,5,10.88254
-70.0,5,10.887551
-95.0,5,10.892097
-95.0,5,10.898136
-95.0,5,10.902597
-70.0,5,10.907221
-70.0,5,10.911775
-95.0,5,10.920153
-70.0,5,10.925406
-70.0,5,10.929709
-95.0,5,10.934168
-95.0,5,10.940253
-95.0,5,10.944827
-70.0,5,10.949164
-70.0,5,10.953497
-95.0,5,10.959999
-95.0,5,10.964118
-95.0,5,10.971256
-70.0,5,10.976958
-70.0,5,10.983657
-120.0,5,10.989443
-70.0,5,10.994742
-70.0,5,10.999362
-95.0,5,11.005931
-70.0,5,11.010488
-70.0,5,11.015251
-70.0,5,11.019806
-70.0,5,11.027602
-120.0,5,11.031908
-70.0,5,11.036165
-70.0,5,11.040278
-95.0,5,11.046691
-95.0,5,11.0512
-70.0,5,11.056576
-70.0,5,11.061317
-70.0,5,11.068722
-120.0,5,11.076365
-95.0,5,11.082031
-95.0,5,11.087447
-70.0,5,11.094346
-70.0,5,11.09906
-70.0,5,11.103814
-95.0,5,11.110574
-95.0,5,11.121385
-95.0,5,11.127597
-70.0,5,11.133032
-95.0,5,11.137849
-95.0,5,11.146432
-70.0,5,11.151001
-120.0,5,11.155793
-70.0,5,11.159985
-95.0,5,11.166414
-95.0,5,11.171045
-95.0,5,11.175495
-95.0,5,11.179902
-120.0,5,11.186393
-95.0,5,11.190471
-70.0,5,11.196732
-70.0,5,11.201029
-70.0,5,11.207644
-70.0,5,11.212075
-120.0,5,11.216217
-95.0,5,11.220656
-95.0,5,11.226806
-95.0,5,11.231203
-120.0,5,11.235513
-95.0,5,11.239959
-70.0,5,11.247806
-95.0,5,11.252771
-95.0,5,11.257253
-95.0,5,11.261811
-95.0,5,11.268326
-95.0,5,11.272788
-120.0,5,11.277342
-120.0,5,11.281803
-70.0,5,11.288304
-120.0,5,11.29279
-70.0,5,11.298938
-95.0,5,11.303726
-70.0,5,11.310329
-95.0,5,11.314791
-95.0,5,11.318936
-70.0,5,11.323378
-70.0,5,11.329945
-95.0,5,11.334362
-70.0,5,11.339001
-70.0,5,11.34343
-95.0,5,11.350937
-95.0,5,11.355643
-70.0,5,11.360104
-70.0,5,11.364939
-120.0,5,11.371507
-70.0,5,11.375932
-95.0,5,11.380261
-120.0,5,11.384755
-95.0,5,11.391426
-70.0,5,11.396091
-70.0,5,11.402729
-95.0,5,11.408122
-70.0,5,11.414796
-70.0,5,11.419194
-95.0,5,11.422956
-70.0,5,11.427084
-70.0,5,11.433342
-95.0,5,11.437896
-95.0,5,11.442411
-70.0,5,11.446772
-70.0,5,11.4545
-95.0,5,11.458777
-95.0,5,11.463231
-70.0,5,11.467769
-70.0,5,11.474088
-70.0,5,11.478547
-70.0,5,11.482945
-120.0,5,11.486972
-70.0,5,11.493431
-95.0,5,11.497519
-70.0,5,11.503484
-70.0,5,11.508731
-70.0,5,11.517852
-70.0,5,11.523222
-70.0,5,11.528038
-120.0,5,11.532538
-70.0,5,11.539128
-70.0,5,11.543577
-70.0,5,11.548196
-70.0,5,11.552341
-70.0,5,11.5604
-70.0,5,11.565002
-70.0,5,11.569745
-70.0,5,11.57446
-70.0,5,11.580683
-70.0,5,11.585037
-95.0,5,11.589489
-95.0,5,11.59433
-70.0,5,11.601607
-95.0,5,11.606251
-70.0,5,11.612537
-95.0,5,11.617208
-70.0,5,11.624907
-70.0,5,11.629209
-70.0,5,11.633815
-70.0,5,11.639563
-70.0,5,11.646451
-95.0,5,11.650623
-95.0,5,11.655251
-70.0,5,11.659802
-70.0,5,11.668882
-95.0,5,11.6741
-70.0,5,11.678637
-70.0,5,11.683126
-70.0,5,11.689529
-70.0,5,11.693935
-70.0,5,11.69837
-70.0,5,11.702547
-70.0,5,11.709065
-70.0,5,11.713606
-95.0,5,11.719912
-70.0,5,11.725507
-70.0,5,11.732631
-70.0,5,11.73732
-70.0,5,11.741778
-70.0,5,11.746167
-70.0,5,11.75244
-70.0,5,11.756781
-95.0,5,11.761324
-70.0,5,11.765775
-70.0,5,11.77303
-95.0,5,11.779442
-70.0,5,11.783947
-95.0,5,11.788181
-70.0,5,11.794332
-95.0,5,11.798871
-70.0,5,11.803331
-70.0,5,11.807901
-95.0,5,11.814001
-70.0,5,11.817487
-70.0,5,11.822667
-95.0,5,11.828832
-120.0,5,11.836282
-95.0,5,11.841205
-95.0,5,11.845715
-70.0,5,11.850122
-70.0,5,11.858057
-70.0,5,11.863678
-70.0,5,11.868876
-120.0,5,11.873764
-70.0,5,11.88196
-70.0,5,11.88639
-95.0,5,11.891784
-70.0,5,11.897155
-95.0,5,11.903913
-70.0,5,11.908358
-70.0,5,11.912754
-95.0,5,11.917263
-95.0,5,11.923832
-70.0,5,11.928291
-120.0,5,11.934583
-95.0,5,11.939332
-70.0,5,11.945606
-70.0,5,11.949468
-95.0,5,11.95387
-70.0,5,11.959252
-95.0,5,11.967329
-95.0,5,11.972038
-95.0,5,11.976866
-70.0,5,11.98135
-70.0,5,11.989201
-95.0,5,11.994129
-95.0,5,11.998762
-95.0,5,12.002908
-95.0,5,12.009023
-120.0,5,12.013452
-95.0,5,12.017848
-95.0,5,12.022338
-70.0,5,12.028984
-70.0,5,12.033531
-70.0,5,12.039738
-70.0,5,12.044077
-95.0,5,12.050032
-95.0,5,12.05428
-70.0,5,12.058687
-95.0,5,12.063039
-120.0,5,12.069339
-95.0,5,12.073782
-95.0,5,12.079081
-70.0,5,12.083251
-95.0,5,12.08988
-95.0,5,12.097372
-120.0,5,12.103182
-95.0,5,12.110348
-95.0,5,12.120707
-95.0,5,12.126512
-120.0,5,12.131545
-120.0,5,12.136626
-70.0,5,12.14351
-70.0,5,12.148262
-95.0,5,12.154803
-70.0,5,12.159771
-120.0,5,12.16637
-95.0,5,12.171024
-95.0,5,12.175081
-95.0,5,12.179804
-95.0,5,12.186558
-95.0,5,12.191228
-95.0,5,12.195723
-120.0,5,12.200386
-70.0,5,12.209355
-95.0,5,12.215347
-95.0,5,12.219723
-95.0,5,12.225063
-95.0,5,12.232277
-120.0,5,12.238962
-95.0,5,12.245416
-95.0,5,12.251714
-95.0,5,12.261262
-95.0,5,12.267191
-95.0,5,12.272307
-70.0,5,12.277618
-120.0,5,12.286181
-95.0,5,12.294223
-95.0,5,12.300153
-70.0,5,12.306542
-95.0,5,12.314057
-95.0,5,12.319075
-95.0,5,12.324466
-70.0,5,12.328927
-95.0,5,12.338474
-70.0,5,12.343705
-70.0,5,12.348331
-95.0,5,12.352592
-95.0,5,12.359271
-120.0,5,12.363565
-95.0,5,12.368074
-95.0,5,12.372603
-95.0,5,12.379102
-120.0,5,12.383673
-70.0,5,12.390591
-95.0,5,12.395208
-95.0,5,12.401979
-95.0,5,12.406208
-120.0,5,12.410607
-95.0,5,12.414708
-95.0,5,12.421493
-120.0,5,12.425926
-95.0,5,12.430577
-120.0,5,12.435006
-95.0,5,12.442544
-120.0,5,12.447337
-95.0,5,12.451916
-95.0,5,12.45633
-70.0,5,12.462657
-120.0,5,12.46712
-120.0,5,12.47151
-95.0,5,12.475905
-95.0,5,12.482239
-95.0,5,12.486717
-70.0,5,12.492628
-120.0,5,12.497828
-70.0,5,12.504845
-70.0,5,12.510289
-95.0,5,12.515478
-70.0,5,12.520665
-120.0,5,12.5301
-95.0,5,12.535794
-95.0,5,12.541686
-70.0,5,12.549765
-70.0,5,12.558328
-70.0,5,12.565013
-95.0,5,12.571216
-95.0,5,12.577566
-120.0,5,12.585166
-95.0,5,12.591573
-95.0,5,12.59826
-95.0,5,12.603532
-120.0,5,12.613046
-70.0,5,12.618448
-70.0,5,12.624654
-70.0,5,12.631644
-95.0,5,12.639339
-70.0,5,12.646497
-95.0,5,12.652575
-95.0,5,12.658608
-95.0,5,12.667101
-95.0,5,12.673057
-70.0,5,12.67979
-70.0,5,12.685168
-70.0,5,12.695057
-120.0,5,12.700868
-95.0,5,12.706577
-70.0,5,12.712759
-95.0,5,12.720948
-70.0,5,12.727547
-120.0,5,12.73277
-70.0,5,12.73927
-70.0,5,12.747891
-120.0,5,12.75404
-70.0,5,12.760076
-120.0,5,12.765421
-95.0,5,12.772702
-95.0,5,12.779139
-70.0,5,12.784014
-95.0,5,12.788787
-70.0,5,12.797421
-95.0,5,12.802898
-95.0,5,12.807904
-70.0,5,12.812392
-120.0,5,12.822002
-95.0,5,12.827321
-95.0,5,12.832664
-70.0,5,12.837928
-70.0,5,12.844735
-70.0,5,12.849259
-70.0,5,12.853663
-70.0,5,12.858119
-95.0,5,12.86894
-70.0,5,12.876037
-70.0,5,12.881755
-95.0,5,12.887141
-95.0,5,12.894001
-95.0,5,12.899761
-70.0,5,12.905252
-70.0,5,12.910167
-95.0,5,12.916549
-70.0,5,12.921212
-70.0,5,12.926098
-95.0,5,12.9304
-70.0,5,12.939508
-120.0,5,12.945698
-95.0,5,12.950809
-70.0,5,12.956108
-95.0,5,12.962823
-95.0,5,12.967419
-70.0,5,12.972071
-95.0,5,12.976639
-70.0,5,12.987776
-70.0,5,12.993041
-70.0,5,12.999727
-95.0,5,13.005111
-95.0,5,13.011925
-70.0,5,13.016415
-95.0,5,13.020892
-70.0,5,13.025303
-95.0,5,13.033571
-95.0,5,13.038229
-70.0,5,13.04334
-70.0,5,13.047835
-95.0,5,13.055965
-70.0,5,13.060641
-120.0,5,13.064868
-95.0,5,13.068826
-70.0,5,13.075176
-95.0,5,13.079608
-95.0,5,13.084014
-70.0,5,13.088426
-120.0,5,13.094975
-70.0,5,13.099504
-95.0,5,13.10548
-70.0,5,13.110086
-70.0,5,13.116385
-120.0,5,13.120947
-95.0,5,13.12545
-95.0,5,13.130119
-70.0,5,13.13641
-95.0,5,13.140745
-95.0,5,13.145305
-95.0,5,13.149747
-95.0,5,13.156704
-120.0,5,13.162827
-95.0,5,13.168181
-95.0,5,13.173232
-120.0,5,13.179832
-95.0,5,13.183937
-120.0,5,13.188733
-70.0,5,13.193299
-95.0,5,13.199872
-95.0,5,13.204616
-70.0,5,13.210547
-70.0,5,13.215433
-95.0,5,13.222879
-95.0,5,13.227458
-70.0,5,13.231934
-95.0,5,13.236489
-95.0,5,13.242775
-70.0,5,13.247234
-95.0,5,13.251838
-95.0,5,13.256259
-95.0,5,13.264393
-95.0,5,13.26928
-95.0,5,13.273478
-70.0,5,13.277933
-95.0,5,13.286919
-95.0,5,13.292147
-70.0,5,13.296828
-95.0,5,13.304023
-120.0,5,13.314751
-120.0,5,13.322926
-95.0,5,13.329215
-120.0,5,13.334765
-70.0,5,13.344424
-120.0,5,13.350843
-70.0,5,13.356291
-95.0,5,13.362309
-70.0,5,13.371579
-95.0,5,13.378103
-95.0,5,13.383758
-95.0,5,13.391524
-95.0,5,13.401684
-95.0,5,13.409029
-95.0,5,13.414715
-120.0,5,13.422192
-70.0,5,13.433528
-95.0,5,13.441034
-120.0,5,13.449331
-70.0,5,13.455559
-120.0,5,13.46526
-95.0,5,13.470962
-120.0,5,13.476817
-95.0,5,13.48315
-120.0,5,13.494006
-95.0,5,13.499359
-95.0,5,13.505515
-95.0,5,13.511267
-120.0,5,13.518674
-70.0,5,13.523607
-120.0,5,13.528748
-95.0,5,13.533506
-95.0,5,13.541538
-120.0,5,13.546341
-70.0,5,13.550859
-95.0,5,13.555523
-95.0,5,13.562027
-95.0,5,13.566454
-70.0,5,13.570866
-95.0,5,13.575262
-95.0,5,13.581808
-95.0,5,13.586476
-70.0,5,13.592229
-70.0,5,13.597005
-70.0,5,13.603227
-95.0,5,13.607813
-120.0,5,13.61228
-95.0,5,13.616885
-95.0,5,13.623324
-120.0,5,13.627735
-95.0,5,13.632291
-95.0,5,13.636003
-120.0,5,13.644758
-120.0,5,13.649406
-95.0,5,13.653906
-120.0,5,13.658322
-95.0,5,13.664726
-120.0,5,13.669239
-120.0,5,13.673705
-95.0,5,13.679627
-70.0,5,13.686968
-120.0,5,13.692061
-120.0,5,13.698915
-95.0,5,13.703946
-95.0,5,13.710234
-120.0,5,13.714781
-120.0,5,13.719511
-95.0,5,13.725043
-120.0,5,13.735638
-120.0,5,13.741764
-120.0,5,13.747358
-120.0,5,13.752416
-120.0,5,13.761246
-120.0,5,13.767177
-95.0,5,13.774382
-120.0,5,13.779808
-95.0,5,13.788725
-120.0,5,13.794881
-120.0,5,13.799592
-120.0,5,13.804984
-120.0,5,13.812133
-120.0,5,13.817005
-120.0,5,13.824318
-95.0,5,13.829741
-120.0,5,13.837188
-120.0,5,13.841909
-120.0,5,13.846176
-120.0,5,13.850383
-120.0,5,13.857319
-95.0,5,13.861768
-120.0,5,13.866593
-120.0,5,13.871294
-120.0,5,13.87941
-120.0,5,13.883957
-95.0,5,13.88827
-120.0,5,13.89241
-120.0,5,13.898746
-120.0,5,13.903164
-95.0,5,13.907562
-120.0,5,13.913553
-120.0,5,13.921279
-120.0,5,13.926847
-120.0,5,13.932081
-120.0,5,13.936803
-120.0,5,13.946346
-120.0,5,13.954758
-120.0,5,13.961204
-120.0,5,13.966305
-95.0,5,13.973879
-120.0,5,13.979168
-95.0,5,13.984814
-120.0,5,13.989576
-120.0,5,13.998262
-95.0,5,14.002615
-120.0,5,14.00726
-120.0,5,14.012428
-95.0,5,14.019683
-120.0,5,14.025158
-95.0,5,14.029681
-120.0,5,14.034264
-95.0,5,14.04075
-120.0,5,14.045534
-120.0,5,14.052454
-120.0,5,14.05787
-95.0,5,14.06507
-120.0,5,14.070895
-120.0,5,14.076013
-120.0,5,14.080906
-70.0,5,14.087988
-70.0,5,14.092472
-95.0,5,14.099746
-95.0,5,14.107464
-95.0,5,14.117906
-95.0,5,14.125762
-95.0,5,14.131431
-95.0,5,14.136865
-70.0,5,14.143951
-95.0,5,14.150458
-120.0,5,14.157588
-70.0,5,14.162796
-95.0,5,14.170756
-95.0,5,14.176901
-95.0,5,14.182428
-95.0,5,14.187576
-120.0,5,14.19613
-95.0,5,14.201139
-95.0,5,14.206878
-120.0,5,14.211747
-70.0,5,14.220175
-95.0,5,14.22618
-95.0,5,14.231701
-120.0,5,14.23666
-70.0,5,14.248863
-95.0,5,14.255699
-95.0,5,14.261575
-70.0,5,14.266712
-95.0,5,14.273824
-120.0,5,14.278271
-120.0,5,14.2829
-70.0,5,14.287959
-70.0,5,14.295108
-70.0,5,14.299579
-95.0,5,14.306595
-95.0,5,14.311216
-95.0,5,14.319008
-95.0,5,14.32571
-70.0,5,14.331528
-95.0,5,14.336468
-70.0,5,14.346374
-95.0,5,14.351624
-120.0,5,14.358459
-95.0,5,14.363802
-95.0,5,14.372369
-95.0,5,14.378126
-95.0,5,14.383147
-120.0,5,14.388749
-95.0,5,14.396983
-95.0,5,14.402714
-95.0,5,14.408456
-70.0,5,14.414429
-95.0,5,14.42499
-95.0,5,14.431579
-70.0,5,14.437734
-70.0,5,14.443679
-95.0,5,14.451253
-70.0,5,14.456783
-95.0,5,14.461683
-70.0,5,14.466277
-70.0,5,14.473252
-95.0,5,14.478169
-95.0,5,14.483968
-95.0,5,14.488874
-95.0,5,14.497119
-95.0,5,14.501761
-120.0,5,14.506652
-70.0,5,14.511618
-95.0,5,14.517917
-95.0,5,14.52223
-120.0,5,14.526631
-95.0,5,14.531093
-120.0,5,14.537599
-95.0,5,14.543448
-70.0,5,14.549197
-95.0,5,14.554475
-120.0,5,14.561505
-70.0,5,14.566353
-70.0,5,14.570556
-70.0,5,14.575006
-70.0,5,14.581381
-70.0,5,14.585776
-120.0,5,14.590319
-95.0,5,14.594696
-70.0,5,14.602658
-120.0,5,14.607474
-120.0,5,14.612024
-95.0,5,14.616436
-95.0,5,14.623487
-120.0,5,14.628161
-95.0,5,14.632696
-120.0,5,14.637436
-95.0,5,14.644444
-70.0,5,14.649578
-95.0,5,14.655513
-95.0,5,14.659899
-95.0,5,14.666332
-120.0,5,14.670881
-95.0,5,14.674983
-120.0,5,14.679081
-120.0,5,14.685383
-95.0,5,14.690215
-120.0,5,14.694892
-120.0,5,14.699541
-120.0,5,14.708128
-120.0,5,14.713287
-95.0,5,14.717772
-120.0,5,14.723709
-95.0,5,14.730725
-120.0,5,14.735477
-95.0,5,14.739983
-120.0,5,14.744691
-120.0,5,14.751607
-120.0,5,14.755794
-120.0,5,14.761588
-120.0,5,14.766251
-120.0,5,14.774264
-120.0,5,14.781181
-95.0,5,14.787104
-120.0,5,14.792776
-120.0,5,14.799496
-120.0,5,14.80415
-120.0,5,14.809002
-120.0,5,14.813532
-120.0,5,14.822495
-95.0,5,14.827175
-120.0,5,14.831854
-120.0,5,14.83641
-120.0,5,14.842735
-120.0,5,14.847347
